ref,content,piece,melody,year,instrument,performer,,location,collector,notes,comments,archive,file,kivike,order
"RKM, Mgn. II 2708 a",Valss (nooriku tantsima viimise lugu) + selet.,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--a)--kui_me_kaisime_sii__loots.mp3,K0,41948
"RKM, Mgn. II 2708 b",Pulmapolka,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--b)--pulmapolka__loots.mp3,K0,41949
"RKM, Mgn. II 2708 c",Uisumeeste polka,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--c)--aga_see_on_noh__loots.mp3,K0,41950
"RKM, Mgn. II 2708 d",Krakovjak,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--d)--krakovjak__loots.mp3,K0,41951
"RKM, Mgn. II 2708 e",Vana polka,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--e)--vana_polka__loots.mp3,K0,41952
"RKM, Mgn. II 2708 f",Labajalg,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--f)--labajalg__loots.mp3,K0,41953
"RKM, Mgn. II 2708 n",Vana valts,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--n)--vana_valts__loots.mp3,K0,41954
"RKM, Mgn. II 2708 o",Padespaan,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--o)--padespaan__loots.mp3,K0,41955
"RKM, Mgn. II 2708 p",Polka + vestl.,,,1974,lõõts,Matvei Auväärt (Aru Madis),,Muhu khk.,"Ingrid Rüütel, Ottilie-Olga Kõiva, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2708--p)--polka__loots_j.mp3,K0,41956
"RKM, Mgn. II 2714 b","Jää terveks, mu kodurand",,,1974,"kitarr, laul","Elsa Lööbas, Theodor Lööbas",,Tõstamaa khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2714--b)--jaa_terveks_mu__l_kitarr.mp3,K0,41957
"RKM, Mgn. II 2714 c",Üheksas laine,,,1974,"viiul, kitarr","Theodor Lööbas, Elsa Lööbas",,Tõstamaa khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2714--c)--yheksas_laine__viiul_kitarr.mp3,K0,41958
"RKM, Mgn. II 2714 d",Paat üle Lõpe lendab,,,1974,"viiul, kitarr","Theodor Lööbas, Elsa Lööbas",,Tõstamaa khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2714--d)--paat_yle_Lope__viiul_kitarr.mp3,K0,41959
"RKM, Mgn. II 2714 e",Valss (popurii),,,1974,"viiul, kitarr","Theodor Lööbas, Elsa Lööbas",,Tõstamaa khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2714--e)--valss__viiul_kitarr.mp3,K0,41960
"RKM, Mgn. II 2714 f","Reinlender ""Läksin mina, läksin mina läbi külatänavad"", ""Metsa läksid sa"" + ""Mamma, mamma, see poiss on jälle siin""",Läksin mina läbi külatänava,I,1974,"viiul, kitarr","Theodor Lööbas, Elsa Lööbas",,Tõstamaa khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2714--f)--reinlender__viiul_kitarr.mp3,K0,41961
"RKM, Mgn. II 2714 g",Krakovjak,,,1974,"viiul, kitarr","Theodor Lööbas, Elsa Lööbas",,Tõstamaa khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2714--g)--krakovjak__viiul_kitarr.mp3,K0,41962
"RKM, Mgn. II 2714 h",Meremehe reinlender,,,1974,"viiul, kitarr","Theodor Lööbas, Elsa Lööbas",,Tõstamaa khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2714--h)--meremehe_reinlender__viiul_kitarr.mp3,K0,41963
"RKM, Mgn. II 2716 d",Saaremõisa kuplaj oli,,,1975,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2716--d)--kuulete_Ida_Peki__l_kitarr.mp3,K0,41964
"RKM, Mgn. II 2716 e",Alati olen mina lustilik,,,1975,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2716--e)--jargmisena_samas__l_kitarr.mp3,K0,41965
"RKM, Mgn. II 2716 f",Veel üks päev ja siis on jõulud,,,1975,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2716--f)--veel_yks_paev__l_kitarr.mp3,K0,41966
"RKM, Mgn. II 2716 j",Kui mina Mõndu külla sammun,,,1975,"akordion, laul",Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2716--j)--nyyd_kuulete__l_akordion.mp3,K0,41967
"RKM, Mgn. II 2716 k","Tere, Miina, Juula, Liisa",,,1975,"akordion, laul",Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2716--k)--jargmisena__l_akordion.mp3,K0,41968
"RKM, Mgn. II 2716 p",Mul meeles seisab ikka (tl. kitajanka),,,1975,"akordion, laul",Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2716--p)--nyyd_kuulete__l_akordion.mp3,K0,41969
"RKM, Mgn. II 2717 d2",Oirah,,,1974,akordion,Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2717--d2--oirah__akordion.mp3,,41970
"RKM, Mgn. II 2717 d3","Hüpake, karake",,,1974,akordion,Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2717--d3--siis_jargmisena_number__l.mp3,,41971
"RKM, Mgn. II 2717 d6",Vanatüdruk nutab,,,1974,akordion,Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2717--d6--ja_siis_jargmisena__akordion.mp3,,41972
"RKM, Mgn. II 2717 d9",Mina vaatan paadist kiikriga,,,1974,akordion,Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2717--d9--siis_number_20_all__akordion.mp3,,41973
"RKM, Mgn. II 2717 d19",Sui oli kätte tulemas,,,1974,akordion,Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2717--d19-sui_oli_katte__akordion.mp3,,41974
"RKM, Mgn. II 2718 b","Mu armas, kallis pruudike",,,1974,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--b)--mu_armas_kallis__l_kitarr.mp3,,41975
"RKM, Mgn. II 2718 c","Mu armuke, ma jätan",,,1974,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--c)--jargmisena_kuulete__l_kitarr.mp3,,41976
"RKM, Mgn. II 2718 d",Sõbrad ühes minuga,,,1974,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--d)--jargmisena_kuulete__l_kitarr.mp3,,41977
"RKM, Mgn. II 2718 e",Ma eile õhtul hilja,,,1974,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--e)--nyyd_kuulete__l_kitarr.mp3,,41978
"RKM, Mgn. II 2718 f","Tulid kevadega, tulid päiksega",,,1974,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--f)--jargmisena_kuulete__l_kitarr.mp3,,41979
"RKM, Mgn. II 2718 g",Ma olin väike seakarjus,,,1974,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--g)--jargmisena_kuulete__l_kitarr.mp3,,41980
"RKM, Mgn. II 2718 h",Mu neiuke on kaugel maal,,,1974,"kitarr, laul",Ida Pekk,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--h)--jargmisena_kuulete__l_kitarr.mp3,,41981
"RKM, Mgn. II 2718 i",Ühel ilusamal laupäeva õhtu a'al,,,1974,"kitarr, laul",Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,Instrument üle kontrollida,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--i)--nyyd_kuulete_Johannes__l.mp3,,41982
"RKM, Mgn. II 2718 j","Eit, mine metsa",,,1974,akordion,Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--j)--eit_mine_metsa__akordion.mp3,,41983
"RKM, Mgn. II 2718 r",Väike labajalg,,,1974,viiul,Johannes Piirsoo,,Martna khk.,Johannes Piirsoo,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2718--r)--vaike_labajalg__viiul.mp3,,41984
"RKM, Mgn. II 2719 a",Valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--a)--valss__kannel_kitarr.mp3,,41985
"RKM, Mgn. II 2719 b",Polka,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--b)--polka__kannel_kitarr.mp3,,41986
"RKM, Mgn. II 2719 c",Valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--c)--valss__kannel_kitarr.mp3,,41987
"RKM, Mgn. II 2719 d",Pühajärve valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--d)--Pyhajarve_valss__kannel_kitarr.mp3,,41988
"RKM, Mgn. II 2719 e","Valss ""Ketraja"" (vene viis)",,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--e)--valss_Ketraja__kannel_kitarr.mp3,,41989
"RKM, Mgn. II 2719 f",Tasa heliseb kelluke väike (vene viis),,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--f)--tasa_heliseb__kannel_kitarr.mp3,,41990
"RKM, Mgn. II 2719 g",Valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--g)--valss__kannel_kitarr.mp3,,41991
"RKM, Mgn. II 2719 h",Valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--h)--valss__kannel_kitarr.mp3,,41992
"RKM, Mgn. II 2719 i",Veski Tiiu,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--i)--Veski_Tiiu__kannel_kitarr.mp3,,41993
"RKM, Mgn. II 2719 j",Mu meelen kuldne kodukotus,Mu meelen kuldne kodukotus,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--j)--mu_meelen_kuldne__kannel_kitarr.mp3,,41994
"RKM, Mgn. II 2719 k",Kalamehe polka,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--k)--kalamehe_polka__kannel_kitarr.mp3,,41995
"RKM, Mgn. II 2719 l",Mu süda see kerkib ja keeb,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--l)--mu_syda_see__kannel_kitarr.mp3,,41996
"RKM, Mgn. II 2719 m",Pea õitsvad roosid,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--m)--pea_oitsevad__kannel_kitarr.mp3,,41997
"RKM, Mgn. II 2719 n",Elu see võib ... minna,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2719--n)--elu_see_voib__kannel_kitarr.mp3,K1,41998
"RKM, Mgn. II 2720 a",Valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--a)--valss__kannel_kitarr.mp3,,41999
"RKM, Mgn. II 2720 b",Reinlender,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--b)--reinlender__kannel_kitarr.mp3,,42000
"RKM, Mgn. II 2720 c","Valss ""Rändaja""",,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--c)--valss_Randaja__kannel_kitarr.mp3,,42001
"RKM, Mgn. II 2720 d",Valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--d)--valss__kannel_kitarr.mp3,,42002
"RKM, Mgn. II 2720 e","Valss ""Üks vanamees raius...""",Perekonnavalss,I,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--e)--valss_Yks_vanamees__kannel_kitarr.mp3,,42003
"RKM, Mgn. II 2720 f",Valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--f)--valss__kannel_kitarr.mp3,,42004
"RKM, Mgn. II 2720 g",Vengerka,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--g)--vengerka__kannel_kitarr.mp3,,42005
"RKM, Mgn. II 2720 h",Valss,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--h)--valss__kannel_kitarr.mp3,,42006
"RKM, Mgn. II 2720 i",Polka,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--i)--polka__kannel_kitarr.mp3,,42007
"RKM, Mgn. II 2720 j",Laulu viis,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--j)--laulu_viis__kannel_kitarr.mp3,,42008
"RKM, Mgn. II 2720 k",Seal kus rukkiväli,,,1972,"kannel, kitarr","Mart Kalavo, Prokofi Sumin",,Laiuse khk.,G. Sumin,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2720--k)--seal_kus_rukkivali__kannel_kitarr.mp3,,42009
"RKM, Mgn. II 2724 e1",Andke aga pihta Hitlerile,,,1975,"lõõts, laul",Paul Kiipsaar,,Kihnu khk. < Viljandi linn,"Ottilie-Olga Kõiva, Ingrid Rüütel",Kihnu pulmas; Kivikeses puudub või žanr valesti määratud (otsinguga ei tule välja),,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2724--e1)-Andke_aga_pihta_Hitlerile__lots_l.mp3,K0,42010
"RKM, Mgn. II 2725 a",Valss,,,1975,"lõõts, laul",Paul Kiipsaar,,Kihnu khk. < Viljandi linn,"Ingrid Rüütel, O. Kiis",Kihnu pulmas,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2725--a)--A_mina_mangin_oma_lemmikvalsi__l.mp3,K0,42011
"RKM, Mgn. II 2725 c",Polka (omalooming) + vestl.,,,1975,"lõõts, laul",Paul Kiipsaar,,Kihnu khk. < Viljandi linn,"Ingrid Rüütel, O. Kiis",Kihnu pulmas,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2725--c)--Polka__lots_vestl.mp3,K0,42012
"RKM, Mgn. II 2725 d",Ma tahaksin kodus olla,Ma tahaksin kodus olla,,1975,"lõõts, laul",Paul Kiipsaar,,Kihnu khk. < Viljandi linn,"Ingrid Rüütel, O. Kiis",Kihnu pulmas,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2725--d)--Ma_tahaksin_kodus_olla__lots_l.mp3,K0,42013
"RKM, Mgn. II 2725 e",Andke peksa Hitlerile (polka + selet.),,,1975,"lõõts, laul",Paul Kiipsaar,,Kihnu khk. < Viljandi linn,"Ingrid Rüütel, O. Kiis",Kihnu pulmas,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2725--e)--Andke_peksa_Hitlerile__lots_l_selet.mp3,K0,42014
"RKM, Mgn. II 2725 f",Vakss,,,1975,"lõõts, bajaan","Jaan Türk, Endel Laos",,Kihnu khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2725--f)--Valss__lots_bajan.mp3,K0,42015
"RKM, Mgn. II 2725 g","Reinlender ""Läksin mina, läksin mina, läbi küla tänava""",Läksin mina läbi külatänava,I,1975,"lõõts, bajaan","Jaan Türk, Endel Laos",,Kihnu khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2725--g)--Laksin_mina-__rnlndr__lots_bajan.mp3,K0,42016
"RKM, Mgn. II 2725 h",Polka,,,1975,"lõõts, bajaan","Jaan Türk, Endel Laos",,Kihnu khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2725--h)--Polka__lots_bajan.mp3,K0,42017
"RKM, Mgn. II 2725 i",Krakovjak,,,1975,"lõõts, bajaan","Jaan Türk, Endel Laos",,Kihnu khk.,"Ingrid Rüütel, O. Kiis",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__2001-3000/M2-2725--i)--Krakovjak__lots_bajan.mp3,K0,42018
